year,state,all_death,nat_death,syn_death,methad_death,heroin_death,presc_rate,treat_fac,uninsur,uninsur_rate,insur,insur_rate,labor_force,employed,employed_rate,unemployed,unemployed_rate,poverty,poverty_rate,median_income
2009,Michigan,736,212,93,179,250,91.6,442,1173560,13.9,7253356,86.1,4903550,4233804,85.8843373493976,669746,14.1156626506024,1565559,16.1,45254
2009,Minnesota,272,110,39,78,16,58.6,274,460534,10.2,4044048,89.8,2941981,2713427,91.96781609195403,228554,8.03218390804597,558118,10.9,55621
2009,Mississippi,96,44,31,18,NA,117.3,77,509923,20.5,1972171,79.5,1269226,1148934,88.8585365853659,120292,11.1414634146341,620446,21.8,36764
2009,Missouri,526,189,67,80,162,88.5,213,764772,15.2,4268653,84.8,3049576,2766716,90.71652173913044,282860,9.28347826086956,850316,14.6,45149
2009,Montana,89,42,21,37,NA,85.8,41,176837,21.7,639952,78.3,501021,466713,93.59821428571429,34308,6.40178571428571,142257,15,42222
2009,Nebraska,66,35,11,19,NA,66.4,97,202324,13.3,1314136,86.7,991589,945652,95.74301075268818,45937,4.25698924731182,212312,12.2,47470
2009,Nevada,439,256,42,126,22,94,65,565573,24.5,1743606,75.5,1349301,1196760,90.47058823529412,152541,9.52941176470588,323738,12.4,53310
2009,New Hampshire,126,45,22,45,24,81.5,37,133464,12,980584,88,744246,697820,93.83,46426,6.17,110769,8.6,60734
2009,New Jersey,55,14,NA,NA,19,59.9,282,1071584,14.4,6344896,85.6,4550646,4138571,90.71904761904761,412075,9.28095238095238,798258,9.4,68444
2009,New Mexico,200,119,24,21,48,75.3,85,394687,22.9,1326358,77.1,940352,869492,92.42121212121214,70860,7.57878787878787,359030,18.2,42830
2009,New York,1058,455,177,238,251,49.5,876,2172693,13.2,14335919,86.8,9647494,8844492,91.78225806451613,803002,8.21774193548387,2708119,14.2,54554
2009,North Carolina,857,426,169,249,76,89.3,341,1431168,18,6505512,82,4570808,4087116,88.747,483692,11.253,1475063,16.2,43754
2009,North Dakota,17,NA,NA,NA,NA,60.3,54,61244,11.5,472928,88.5,368670,353456,95.5811320754717,15214,4.4188679245283,72911,11.7,47898
2009,Ohio,664,289,91,122,214,100.4,321,1358090,14,8325419,86,5906767,5297098,88.3443181818182,609669,11.6556818181818,1699288,15.1,45467
2009,Oklahoma,568,343,160,112,17,115,152,666731,21.4,2444669,78.6,1764439,1652026,93.51818181818182,112413,6.48181818181818,575711,16.1,41716
2009,Oregon,368,127,30,114,117,99.3,222,628573,19.4,2618392,80.6,1976643,1753686,88.3305555555556,222957,11.6694444444444,536813,14.3,48325
2009,Pennsylvania,637,292,105,103,175,78.1,441,1203026,11.7,9113366,88.3,6400267,5885356,91.20298507462687,514911,8.79701492537313,1517347,12.5,49501
2009,Rhode Island,115,26,11,40,NA,82.5,54,116176,13.3,757924,86.7,567285,504955,89.78,62330,10.22,122379,12,53243
2009,South Carolina,238,126,56,58,19,95.8,86,737955,19.4,3064770,80.6,2152753,1910675,86.7260869565218,242078,13.2739130434782,753286,17.1,42580
2009,South Dakota,35,19,12,NA,NA,52.3,46,99891,14.8,575046,85.2,446014,423993,94.82575757575758,22021,5.17424242424242,110863,14.2,45048
2009,Tennessee,535,342,75,104,21,138.4,150,867718,16.3,4454060,83.7,3052692,2733118,87.4936842105264,319574,12.5063157894736,1055635,17.2,41715
2009,Texas,1151,534,166,177,305,71.8,394,5710171,26.3,16020821,73.7,11910813,11008912,92.70393700787402,901901,7.29606299212598,4143077,17.1,48286
2009,Utah,370,254,59,66,54,86.9,114,397794,15.9,2099535,84.1,1365850,1266006,92.21034482758621,99844,7.78965517241379,321441,11.7,55183
2009,Vermont,39,23,NA,13,NA,54.5,33,53420,10.4,460651,89.6,359861,336119,92.88571428571429,23742,7.11428571428571,69137,11.5,51219
2009,Virginia,477,209,80,126,104,74.1,111,908234,13.6,5791640,86.4,4118183,3842524,91.99548872180452,275659,8.00451127819548,805555,10.6,59372
2009,Washington,708,329,71,262,67,86.1,386,865282,15,4900655,85,3535199,3211647,90.03846153846155,323552,9.96153846153846,803266,12.3,56479
2009,West Virginia,184,99,42,41,19,146.9,62,250222,16.8,1242932,83.2,814033,751170,91.19818181818182,62863,8.80181818181818,316155,17.8,37423
2009,Wisconsin,397,191,76,94,75,71.9,212,506363,10.6,4258127,89.4,3100357,2834341,90.83888888888889,266016,9.16111111111111,682973,12.4,49994
2009,Wyoming,32,15,NA,10,NA,81,42,80707,17.3,384740,82.7,300120,281152,93.69130434782609,18968,6.30869565217391,53974,10.2,54400
2010,Alabama,187,82,34,78,NA,134.3,95,681437,16.9,3339750,83.1,2196053,1964561,87.6507462686568,231492,12.3492537313432,883078,18.9,40538
2010,Alaska,62,38,10,25,NA,68.4,57,138777,21.4,508464,78.6,361911,333415,89.60344827586209,28496,10.3965517241379,76850,11,63456
2010,Arizona,626,327,68,106,90,88.5,165,1042809,19.3,4357186,80.7,3089706,2769454,86.9466666666667,320252,13.0533333333333,1105075,17.6,46787
2010,Arkansas,189,118,57,56,NA,120.8,41,500134,20.6,1931198,79.4,1353341,1242499,90.90933333333334,110842,9.09066666666666,529710,18.7,38413
2010,California,1929,1063,205,456,326,55.8,1415,6720279,20.7,25784009,79.3,18336283,16091950,86.1931034482759,2244333,13.8068965517241,5785036,15.8,57664
2010,Colorado,304,135,58,48,46,72,388,777411,17.7,3616181,82.3,2724420,2486405,91.4109375,238015,8.5890625,651744,13.2,54411
2010,Connecticut,223,41,22,43,77,68.6,150,309864,10.4,2671364,89.6,1911710,1737448,91.075,174262,8.925,348881,10.1,64321
2010,Delaware,103,47,14,20,16,101.1,25,86894,11.6,662311,88.4,434419,397869,91.43333333333334,36550,8.56666666666666,104456,11.9,56172
2010,District of Columbia,34,NA,NA,NA,16,37.1,32,45483,9,458677,91,346065,313508,90.6,32557,9.4,107279,18.8,60729
2010,Florida,1674,1169,146,439,51,87.6,446,3853392,25.3,11357557,74.7,9212068,8193661,89.0716417910448,1018407,10.9283582089552,3048621,16.5,44390
2010,Georgia,534,305,103,150,10,90.2,154,1848505,21.9,6587403,78.1,4696692,4202061,88.3698113207548,494631,11.6301886792452,1698004,18,46252
2010,Hawaii,74,40,NA,14,NA,50.1,110,102658,8.9,1050914,91.1,647250,602283,91.7,44967,8.3,146923,11.1,62774
2010,Idaho,79,42,14,26,NA,88.6,80,273440,20.3,1075218,79.7,761060,692827,90.49318181818182,68233,9.50681818181818,244009,15.8,43259
2010,Illinois,867,175,115,79,150,63.1,592,1717178,15.6,9267157,84.4,6625328,5937049,90.11274509803923,688279,9.88725490196078,1732129,13.8,52967
2010,Indiana,289,140,49,62,56,107.1,246,929589,17,4549446,83,3175192,2845604,89.2891304347827,329588,10.7108695652173,960402,15.3,44616
2010,Iowa,147,75,43,39,NA,62.3,84,270219,10.7,2246653,89.3,1678290,1577455,93.87373737373738,100835,6.12626262626262,368965,12.5,48031
2010,Kansas,104,52,18,27,NA,86.1,197,380567,15.8,2034200,84.2,1500777,1394963,93.98857142857143,105814,6.01142857142857,374677,13.5,47888
2010,Kentucky,591,436,53,118,37,136.5,269,640974,17.5,3012207,82.5,2054383,1844654,88.55,209729,11.45,796208,18.9,40089
2010,Louisiana,123,68,21,18,14,112.6,119,793782,20.5,3076118,79.5,2086086,1919859,90.928125,166227,9.071875,831512,18.8,42510
2010,Maine,90,52,21,36,NA,92.8,164,132154,12.2,954841,87.8,695184,638630,91.225,56554,8.775,169076,13.1,45882
2010,Maryland,509,205,51,172,94,71.2,306,630139,12.7,4331552,87.3,3073832,2838495,91.5,235337,8.5,559937,9.9,68933
2010,Massachusetts,549,170,68,83,68,67.9,231,281724,5.2,5184159,94.8,3480086,3190818,91.3,289268,8.7,724845,11.4,62133
2010,Michigan,695,244,85,158,215,96,439,1193021,14.3,7132432,85.7,4798964,4194045,86.6650602409639,604919,13.3349397590361,1614110,16.7,45354
2010,Minnesota,235,100,37,62,16,59,279,468857,10.3,4065312,89.7,2938804,2721196,92.3103448275862,217608,7.68965517241379,595485,11.5,55422
2010,Mississippi,100,53,25,21,NA,118.1,74,525570,21,1978630,79,1306608,1170881,87.96951219512201,135727,12.030487804878,644156,22.4,36992
2010,Missouri,599,248,92,78,183,91,243,766031,15.3,4241915,84.7,3056496,2763545,89.8382608695653,292951,10.1617391304347,888471,15.3,44306
2010,Montana,54,33,10,12,NA,87.2,39,170509,20.7,653343,79.3,500529,464000,93.40357142857142,36529,6.59642857142857,146257,15.2,42303
2010,Nebraska,58,33,21,14,NA,69,100,206100,13.4,1333500,86.6,993400,947362,95.6774193548387,46038,4.32258064516129,224530,12.6,48415
2010,Nevada,439,300,39,99,19,97.3,67,589059,25.1,1757825,74.9,1358580,1174775,87.9058823529412,183805,12.0941176470588,393605,14.8,50987
2010,New Hampshire,116,61,22,31,13,81.6,34,143475,13,959991,87,738258,695136,94.18,43122,5.82,110096,8.6,60917
2010,New Jersey,373,173,35,47,97,61,290,1124840,15,6355336,85,4555332,4121455,90.07619047619048,433877,9.92380952380952,883643,10.2,67719
2010,New Mexico,191,114,20,29,21,81.9,90,397890,22.6,1358904,77.4,936088,860154,91.26969696969697,75934,8.73030303030303,400779,19.8,42186
2010,New York,1074,526,173,263,193,51,916,2245437,13.7,14115417,86.3,9595362,8769725,91.39516129032258,825637,8.60483870967742,2840564,15,54047
2010,North Carolina,776,428,170,190,39,93.1,342,1549918,19.1,6547495,80.9,4616705,4115634,88.29599999999999,501071,11.704,1618597,17.4,43417
2010,North Dakota,18,12,NA,NA,NA,63,50,63683,11.4,495319,88.6,378347,364056,96.03962264150944,14291,3.96037735849056,81176,12.5,48878
2010,Ohio,1124,516,175,175,355,102.4,301,1384046,14.3,8272519,85.7,5846893,5247054,88.5727272727273,599839,11.4272727272727,1771404,15.8,45151
2010,Oklahoma,510,341,107,100,NA,119.6,150,691408,21.9,2472057,78.1,1768290,1648139,92.83506493506493,120151,7.16493506493506,613067,16.8,42076
2010,Oregon,332,135,27,105,81,101.2,190,639710,19.7,2601657,80.3,1984044,1773080,88.6194444444445,210964,11.3805555555555,596649,15.8,46536
2010,Pennsylvania,629,328,98,110,131,81,454,1254674,12.1,9146221,87.9,6380953,5840887,91.08059701492537,540066,8.91940298507462,1645097,13.4,49245
2010,Rhode Island,111,45,12,25,NA,82.7,50,120001,13.8,747177,86.2,566704,503216,89.46000000000001,63488,10.54,143132,14.1,52053
2010,South Carolina,271,146,58,73,15,98.6,87,785961,20.3,3085707,79.7,2155667,1915043,86.85434782608701,240624,13.145652173913,813939,18.1,42117
2010,South Dakota,32,20,NA,NA,NA,54,48,94404,13.9,584455,86.1,441345,419357,94.74848484848485,21988,5.25151515151515,114798,14.6,45861
2010,Tennessee,633,422,72,127,17,140,155,888747,16.6,4470718,83.4,3090793,2792063,88.6915789473685,298730,11.3084210526315,1102643,17.8,41461
2010,Texas,1123,540,156,180,260,73,387,5820793,26.3,16277413,73.7,12241994,11244644,92.02834645669292,997350,7.97165354330708,4411273,17.9,48622
2010,Utah,336,222,50,62,55,86.6,123,414476,16.7,2067884,83.3,1356104,1249819,91.52413793103449,106285,8.47586206896551,362689,13.3,54740
2010,Vermont,43,27,NA,NA,NA,54.1,33,49750,9.7,462598,90.3,359402,337488,93.22857142857143,21914,6.77142857142857,74720,12.4,49393
2010,Virginia,389,196,87,108,45,75.5,112,1009466,14.8,5817583,85.2,4157667,3860390,91.5233082706767,297277,8.4766917293233,865746,11.1,60665
2010,Washington,628,293,65,229,60,85,415,936767,16.1,4877296,83.9,3511326,3160543,89.2564102564103,350783,10.7435897435897,890251,13.5,55584
2010,West Virginia,451,342,102,69,28,143.1,62,262794,17.4,1245576,82.6,811128,740911,90.26,70217,9.74,327459,18.2,38241
2010,Wisconsin,415,228,66,85,92,74.4,213,518246,10.8,4266299,89.2,3081516,2814395,90.61111111111111,267121,9.38888888888889,731564,13.2,48974
2010,Wyoming,47,31,NA,NA,NA,80.4,41,83761,17.3,399432,82.7,303297,283743,93.8391304347826,19554,6.16086956521739,62636,11.4,53757
2011,Alabama,176,92,19,63,14,136.6,104,669410,16.6,3358212,83.4,2202672,1990414,88.7835820895523,212258,11.2164179104477,896117,19.1,41427
2011,Alaska,66,36,NA,17,12,68,59,141836,21.7,511516,78.3,365916,338165,89.2620689655173,27751,10.7379310344827,76021,10.8,65699
2011,Arizona,562,313,40,55,117,88.6,171,1064887,19.6,4365468,80.4,3037016,2748469,87.7666666666667,288547,12.2333333333333,1201376,19,46710
2011,Arkansas,169,114,29,56,NA,115.2,60,490103,20.1,1951565,79.9,1362688,1249512,90.69466666666668,113176,9.30533333333333,550079,19.3,38889
2011,California,1938,1167,164,406,364,55.9,1386,6603169,20.2,26111543,79.8,18415107,16258137,86.5672413793104,2156970,13.4327586206896,6121726,16.6,57275
2011,Colorado,418,198,78,61,79,73,387,753842,17,3686085,83,2736084,2507266,91.746875,228818,8.253125,669267,13.4,55530
2011,Connecticut,209,44,13,32,85,69.1,142,299599,10.1,2676552,89.9,1914774,1745965,91.3875,168809,8.6125,373284,10.8,65822
2011,Delaware,113,64,13,23,15,99.7,30,84181,11.2,668277,88.8,443347,410086,92.26666666666667,33261,7.73333333333333,111176,12.6,58159
2011,District of Columbia,51,11,NA,11,23,39.8,34,42737,8.3,473354,91.7,350778,315171,89.8,35607,10.2,111906,19.1,62087
2011,Florida,1576,1062,138,458,62,83.5,471,3804839,24.8,11534145,75.2,9300549,8371644,89.8626865671642,928905,10.1373134328358,3178155,17,44250
2011,Georgia,535,327,86,141,30,88.6,171,1846990,21.7,6645579,78.3,4748773,4263314,88.6591194968554,485459,11.3408805031446,1836715,19.2,45886
2011,Hawaii,77,47,NA,19,NA,50.1,112,94510,8.1,1065974,91.9,660255,615320,91.925,44935,8.075,161606,12.1,62071
2011,Idaho,77,45,NA,22,NA,91.4,89,255479,18.9,1099108,81.1,765179,701466,91.02727272727273,63713,8.9727272727272709,256257,16.5,43345
2011,Illinois,907,165,86,84,168,64.3,609,1627886,14.8,9355668,85.2,6586904,5948370,90.92745098039217,638534,9.07254901960784,1871484,14.9,53271
2011,Indiana,356,173,40,57,68,106.7,236,911674,16.6,4581018,83.4,3181992,2891941,90.70869565217392,290051,9.29130434782608,1001053,15.8,46410
2011,Iowa,172,88,29,37,14,64,85,263528,10.4,2264814,89.6,1662387,1570182,94.42323232323233,92205,5.57676767676767,376300,12.7,49545
2011,Kansas,118,70,23,27,NA,87.8,205,348974,14.4,2072979,85.6,1491101,1394089,94.38,97012,5.62,383859,13.8,48844
2011,Kentucky,669,469,76,103,55,137,296,621065,16.9,3045545,83.1,2056423,1862935,89.4991666666667,193488,10.5008333333333,809764,19.1,41141
2011,Louisiana,116,58,20,14,17,111.7,107,783015,20.1,3103956,79.9,2073219,1911022,91.0671875,162197,8.9328125,910266,20.5,41804
2011,Maine,85,40,19,32,NA,93.1,179,139781,12.9,944033,87.1,699280,644085,91.39375,55195,8.60625,183723,14.2,46160
2011,Maryland,546,238,56,167,103,72.9,311,595770,12,4384727,88,3096565,2872086,91.90833333333335,224479,8.09166666666666,581244,10.2,70075
2011,Massachusetts,655,168,64,68,144,65.9,244,267661,4.9,5214022,95.1,3469312,3217757,92.27142857142859,251555,7.72857142857142,740512,11.6,63126
2011,Michigan,714,221,89,147,267,98.8,450,1130594,13.6,7170822,86.4,4685170,4198354,88.6349397590362,486816,11.3650602409638,1687624,17.5,45931
2011,Minnesota,286,100,31,58,44,60,303,462930,10.2,4089638,89.8,2946287,2755269,93.143678160919535,191018,6.85632183908046,617185,11.8,56944
2011,Mississippi,79,48,18,14,NA,117.2,71,516526,20.6,1989254,79.4,1342814,1208749,88.4756097560976,134065,11.5243902439024,658232,22.8,36963
2011,Missouri,595,222,66,73,250,91.6,257,801665,16,4210644,84,3047794,2789227,90.90869565217392,258567,9.09130434782608,922103,15.8,45231
2011,Montana,63,32,14,20,NA,85.3,45,178926,21.6,649457,78.4,501230,466406,93.49821428571428,34824,6.50178571428571,148183,15.2,44011
2011,Nebraska,53,33,NA,18,NA,68.8,100,205574,13.3,1344579,86.7,1003266,959063,95.91505376344087,44203,4.08494623655914,230003,12.9,50281
2011,Nevada,461,302,45,96,40,100.3,62,560498,23.8,1790609,76.2,1373117,1194265,88.4058823529412,178852,11.5941176470588,423195,15.8,49099
2011,New Hampshire,154,65,27,31,42,80.9,39,137349,12.5,962813,87.5,736302,696532,94.62,39770,5.38,114906,9,62436
2011,New Jersey,454,220,31,61,131,61.5,317,1114220,14.9,6365508,85.1,4565273,4138465,90.21904761904761,426808,9.78095238095238,897916,10.4,67574
2011,New Mexico,243,127,20,31,68,81.6,95,405848,23,1359101,77,930355,860305,91.75454545454546,70050,8.24545454545454,427340,20.9,42097
2011,New York,1356,621,155,301,334,51.1,815,2155975,13.2,14237024,86.8,9517370,8728058,91.5758064516129,789312,8.42419354838709,3043461,16.1,55147
2011,North Carolina,822,439,155,204,82,93.5,349,1528388,18.7,6629330,81.3,4633079,4157543,88.678,475536,11.322,1673627,17.8,44028
2011,North Dakota,10,NA,NA,NA,NA,61.3,52,65997,11.6,502283,88.4,388637,375153,96.23962264150944,13484,3.76037735849056,79124,12,52135
2011,Ohio,1272,582,162,163,438,101.5,304,1338208,13.9,8309396,86.1,5771477,5261242,90.2375,510235,9.7625,1836098,16.3,45803
2011,Oklahoma,483,349,83,75,14,122.3,166,695537,21.8,2492865,78.2,1772673,1668422,93.8,104251,6.2,636083,17.3,43232
2011,Oregon,392,159,29,98,133,100.7,208,589681,18.1,2666368,81.9,1993892,1804323,89.425,189569,10.575,655245,17.3,46876
2011,Pennsylvania,752,325,111,86,240,81.7,463,1249474,12,9167482,88,6395505,5888745,91.87761194029851,506760,8.12238805970149,1690003,13.7,50221
2011,Rhode Island,142,62,NA,29,12,82.5,50,110145,12.8,753097,87.2,560057,498248,89.6,61809,10.4,148079,14.7,53152
2011,South Carolina,243,144,47,61,12,96.8,92,755487,19.4,3135693,80.6,2175527,1945899,87.4195652173914,229628,12.5804347826086,852999,18.8,42477
2011,South Dakota,34,21,NA,NA,NA,55.1,53,94966,13.9,590042,86.1,440936,420055,94.78636363636365,20881,5.21363636363636,112258,14.1,48188
2011,Tennessee,633,451,64,87,19,138.5,172,918356,17,4468989,83,3125315,2844668,89.5484210526316,280647,10.4515789473684,1148161,18.4,41691
2011,Texas,1178,521,114,179,368,72,403,5771479,25.7,16654624,74.3,12504512,11535100,92.50039370078741,969412,7.49960629921259,4627604,18.5,49390
2011,Utah,381,280,56,75,73,85.2,130,417274,16.6,2099927,83.4,1350447,1259338,92.46896551724139,91109,7.53103448275862,377396,13.6,55802
2011,Vermont,55,30,12,13,NA,53.6,33,40681,8,469742,92,358107,338462,93.88571428571429,19645,6.11428571428571,71378,11.9,52033
2011,Virginia,575,319,77,156,103,76.6,141,979509,14.3,5888494,85.7,4211815,3934333,92.25338345864662,277482,7.74661654135338,912779,11.6,61877
2011,Washington,697,325,53,236,148,81.6,416,937962,16,4920719,84,3461432,3140192,89.6641025641026,321240,10.3358974358974,931605,13.9,56811
2011,West Virginia,550,442,99,59,34,139.6,79,272782,18.1,1236500,81.9,807025,741977,91.01454545454546,65048,8.98545454545454,336658,18.7,38587
2011,Wisconsin,473,232,60,78,135,75.2,214,494532,10.3,4296689,89.7,3079766,2841001,91.53611111111113,238765,8.46388888888888,728099,13.1,50401
2011,Wyoming,43,28,NA,NA,NA,78.2,44,84035,17.3,400577,82.7,306815,289019,94.37826086956522,17796,5.62173913043478,62801,11.3,56044
2012,Alabama,165,62,16,55,35,143.8,101,633845,15.8,3386293,84.2,2176343,2003292,90.74626865671642,173051,9.25373134328358,896515,19,41610
2012,Alaska,81,42,NA,10,23,66.8,70,146928,22.3,511164,77.7,365523,339476,89.4103448275863,26047,10.5896551724137,77494,10.8,66503
2012,Arizona,526,326,36,50,101,85.3,273,1111138,20.4,4336418,79.6,3028878,2776349,88.7800000000001,252529,11.2199999999999,1195931,18.7,47796
2012,Arkansas,169,118,20,43,NA,121.8,74,471902,19.4,1964404,80.6,1342758,1241128,91.46666666666667,101630,8.53333333333333,560928,19.6,40151
2012,California,1719,965,146,342,362,56.4,1338,6580078,20,26293099,80,18523796,16602671,87.8568965517242,1921125,12.1431034482758,6323433,17,58322
2012,Colorado,407,223,52,43,91,73.5,397,744887,16.7,3727742,83.3,2757220,2539940,92.1359375,217280,7.8640625,688715,13.6,56880
2012,Connecticut,201,38,15,24,98,69.3,145,313293,10.5,2657511,89.5,1887418,1729836,91.8,157582,8.2,370537,10.6,67275
2012,Delaware,82,37,17,11,20,94,34,77920,10.3,676027,89.7,445571,413456,92.63333333333334,32115,7.36666666666666,113316,12.7,58326
2012,District of Columbia,44,13,NA,NA,25,40.3,30,36824,7,490995,93,364989,331984,91,33005,9,112719,18.8,65231
2012,Florida,1326,850,162,337,101,75.9,474,3724873,24.1,11721519,75.9,9383001,8588671,91.28507462686568,794330,8.71492537313432,3248276,17.2,45006
2012,Georgia,536,300,61,161,40,89.4,200,1767578,20.7,6757864,79.3,4787389,4348099,89.7471698113208,439290,10.2528301886792,1852459,19.2,47125
2012,Hawaii,62,35,NA,16,NA,50.4,116,90741,7.8,1079431,92.2,647186,608302,93.15,38884,6.85,159988,11.8,66086
2012,Idaho,59,33,11,12,NA,92,88,250246,18.5,1105648,81.5,769254,713705,92.18181818181819,55549,7.81818181818181,250203,16,45296
2012,Illinois,1151,175,84,105,269,66.1,583,1593191,14.6,9344947,85.4,6581875,5990648,91.4,591227,8.6,1847371,14.7,55126
2012,Indiana,375,136,43,46,114,110.5,241,911449,16.6,4569440,83.4,3169845,2905555,91.5391304347826,264290,8.46086956521739,984948,15.5,46954
2012,Iowa,171,100,36,41,14,74.1,101,249896,9.9,2276804,90.1,1653149,1569886,94.9888888888889,83263,5.01111111111111,377110,12.7,50997
2012,Kansas,171,88,44,33,16,90.3,205,348613,14.4,2077441,85.6,1485237,1400131,94.95714285714286,85106,5.04285714285714,392095,14,50140
2012,Kentucky,673,391,70,79,143,127.9,294,593832,16.2,3060859,83.8,2059142,1891174,90.64416666666668,167968,9.35583333333333,821067,19.3,41717
2012,Louisiana,169,75,19,26,51,113,100,755908,19.4,3133462,80.6,2080283,1933141,91.9078125,147142,8.0921875,900395,20.1,42998
2012,Maine,100,61,15,25,12,89.7,188,133087,12.4,941434,87.6,702638,650120,91.81875,52518,8.18125,186484,14.4,46856
2012,Maryland,657,258,52,170,173,72.2,324,587764,11.8,4409694,88.2,3119649,2902309,92.2625,217340,7.7375,597705,10.4,71169
2012,Massachusetts,691,171,67,86,246,65.7,259,246614,4.5,5249851,95.5,3485160,3252530,92.84285714285716,232630,7.15714285714285,762971,11.9,65378
2012,Michigan,685,274,72,130,263,100.7,439,1103508,13.4,7151836,86.6,4672701,4246659,89.93132530120491,426042,10.0686746987951,1677776,17.4,46793
2012,Minnesota,290,108,40,67,46,60.9,310,419196,9.2,4139838,90.8,2946370,2781147,94.03908045977012,165223,5.96091954022988,597515,11.4,58828
2012,Mississippi,111,61,20,22,NA,121.8,75,491937,19.7,2002093,80.3,1316552,1198204,89.5634146341464,118348,10.4365853658536,689116,23.8,37179
2012,Missouri,539,203,56,62,210,95.4,246,790984,15.8,4202029,84.2,3025316,2815279,92.52695652173912,210037,7.47304347826087,945435,16.2,45320
2012,Montana,51,25,13,13,NA,87.7,52,178730,21.6,649965,78.4,506494,476176,94.35178571428573,30318,5.64821428571428,153105,15.6,45030
2012,Nebraska,53,27,10,22,NA,73.2,104,200265,12.9,1355022,87.1,1014991,974433,96.26666666666667,40558,3.73333333333333,230375,12.8,50766
2012,Nevada,446,305,27,71,45,98.9,64,580575,24.5,1785274,75.5,1376384,1222711,89.7705882352942,153673,10.2294117647058,441373,16.2,49909
2012,New Hampshire,133,56,24,27,39,83.7,42,138091,12.6,955432,87.4,741097,700370,94.6,40727,5.4,123773,9.7,63157
2012,New Jersey,602,217,38,68,304,60.1,320,1089994,14.6,6392740,85.4,4588034,4159985,90.20952380952382,428049,9.79047619047619,934277,10.7,69705
2012,New Mexico,319,179,37,35,104,76.8,110,378252,21.5,1378638,78.5,927794,861618,92.21515151515152,66176,7.78484848484848,421123,20.6,42828
2012,New York,1530,616,164,328,516,51.8,809,2073007,12.6,14333663,87.4,9612240,8793387,91.36451612903227,818853,8.63548387096774,3040207,15.9,56357
2012,North Carolina,833,410,141,184,152,98.6,353,1556925,19,6628202,81,4680067,4245682,89.617,434385,10.383,1706255,18,45195
2012,North Dakota,NA,NA,NA,NA,NA,62.1,58,70025,12,511452,88,397869,385672,96.47169811320755,12197,3.52830188679245,75251,11.2,54579
2012,Ohio,1355,499,139,136,696,97.5,290,1294898,13.5,8292841,86.5,5705600,5284010,91.92727272727274,421590,8.07272727272727,1818886,16.2,46873
2012,Oklahoma,531,380,107,77,26,127.4,178,684288,21.4,2511391,78.6,1803868,1709262,94.48441558441559,94606,5.51558441558441,636134,17.2,44336
2012,Oregon,361,145,31,84,129,98.7,206,566354,17.4,2690473,82.6,1953444,1780793,89.9583333333334,172651,10.0416666666666,651302,17,49090
2012,Pennsylvania,827,358,99,87,323,83.3,460,1210961,11.7,9171460,88.3,6462945,5957316,92.0044776119403,505629,7.9955223880597,1688364,13.7,51225
2012,Rhode Island,140,72,12,28,30,83.2,54,110225,12.8,748741,87.2,558489,500435,90.24,58054,9.76,143625,14.2,54002
2012,South Carolina,237,148,46,37,19,104,84,770336,19.8,3127307,80.2,2186880,1985620,88.8760869565218,201260,11.1239130434782,837327,18.3,43290
2012,South Dakota,24,17,NA,NA,NA,60.1,58,94071,13.6,596615,86.4,442447,423503,95.15454545454546,18944,4.84545454545454,109661,13.6,48439
2012,Tennessee,723,491,77,104,50,136.1,178,875361,16.2,4524763,83.8,3100682,2857952,90.8178947368421,242730,9.18210526315789,1135205,18,42743
2012,Texas,1131,480,121,142,367,73.4,383,5712298,25.2,16962480,74.8,12670483,11818688,93.54409448818897,851795,6.45590551181102,4565185,17.9,50747
2012,Utah,422,328,59,53,84,84.5,137,398299,15.7,2143662,84.3,1372970,1298807,93.70689655172414,74163,6.29310344827586,364124,13,57067
2012,Vermont,55,27,NA,17,10,54.6,36,39972,7.9,465871,92.1,354855,337285,94.43571428571428,17570,5.56428571428571,71626,11.9,52700
2012,Virginia,533,276,89,104,121,79.6,145,981173,14.2,5919360,85.8,4223850,3967988,92.89172932330828,255862,7.10827067669172,936384,11.8,61782
2012,Washington,695,332,59,180,177,78.7,417,933183,15.8,4954447,84.2,3471290,3189275,90.46666666666667,282015,9.53333333333333,916976,13.6,57574
2012,West Virginia,468,348,89,67,63,136.9,78,264082,17.6,1234670,82.4,807921,747387,91.55636363636364,60534,8.44363636363636,323978,18,40188
2012,Wisconsin,483,229,56,62,185,76.8,212,498050,10.4,4279060,89.6,3073986,2857420,92.34166666666667,216566,7.65833333333333,738226,13.2,51063
2012,Wyoming,45,26,NA,NA,NA,80.5,43,84401,17.3,404816,82.7,307272,290935,94.81304347826087,16337,5.18695652173913,66879,11.9,55104
2013,Alabama,166,65,30,41,40,142.4,127,637841,15.9,3380484,84.1,2174006,2017045,91.50746268656717,156961,8.49253731343283,889091,18.9,42882
2013,Alaska,69,38,12,NA,24,63.7,72,135757,20.8,518122,79.2,365294,339800,89.4827586206897,25494,10.5172413793103,72643,10.1,70058
2013,Arizona,527,253,52,64,146,80.4,245,1092617,20,4375031,80,3029429,2794698,89.2666666666667,234731,10.7333333333333,1206948,18.6,48504
2013,Arkansas,162,111,31,42,NA,120.9,64,458780,18.8,1979176,81.2,1322586,1226865,91.80266666666667,95721,8.19733333333333,557399,19.4,40605
2013,California,1948,1039,176,343,486,54.4,1249,6368296,19.4,26499135,80.6,18624999,16958406,89.5913793103449,1666593,10.4086206896551,6328064,16.8,60185
